ID,N,E,"Accuracy (radius, m)","Thickness, m","Absolute elevation, m a.s.l.",Type of excavation,Geomorphological position modern,Geomorphological position,Name of geographic feature,Nearest locality,Administrative unit,Type of deposits,Stratigraphic position,Chronological data available,Dating method,Number of magnetostratigraphy boundaries,Number of  14С dates ,Number of  OSL dates,Number of  TL dates,Number of (U–Th)/He dates ,Publication 1,DOI / link 1,Publication 2,DOI / link 2,Publication 3,DOI / link 3,Publication 4,DOI / link 4,Principal investigator,Comments,Data contributor,n_sources
1,44.78053,44.16336,5000,1–100,90–130,ND,ND,ND,Буденновск,Буденновск,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Галай Научные статьи.pdf,ND,Галай_1981_Некотороые закономерности строения лессовых толщ.pdf,ND,Диссертация Галай,ND,Трофимов_ред._Лессовый покров Земли_2001.pdf,ND,ND,консолидировано из 5 источн.; г. Буденновск || г. Буденновск,auto-extraction (loess pipeline),5
10939,52.52541,49.69728,5000,ND,ND,ND,ND,ND,Воронцовский Яр,Воронцовский Яр,ND,alluvium,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Болиховская.1995. Эволюция лессово-почвенной формации,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; разреза Воронцовский Яр,auto-extraction (loess pipeline),1
10949,49.38286,27.62306,5000,ND,ND,ND,ND,ND,Летичев,Летичев,ND,loess,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Болиховская.1995. Эволюция лессово-почвенной формации,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; В ряде местонахождений (Коршев, Летичев)",auto-extraction (loess pipeline),1
10958,48.87347,37.90354,5000,ND,ND,ND,ND,ND,Кривая Лука,Кривая Лука,ND,ND,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Болиховская.1995. Эволюция лессово-почвенной формации,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; А.Т.Артюшенко и др. (1973) и Н.П.Герасименко (письменное сообщение) по прилукским палиноспектрам Кривой Луки,auto-extraction (loess pipeline),1
10959,50.369,40.24543,5000,2,ND,ND,ND,ND,Шкурлат 1,Шкурлат 1,ND,alluvium,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Болиховская.1995. Эволюция лессово-почвенной формации,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; заключение Е.А.Спиридоновой (Шевырев и др., 1986), сделанное по результатам анализа 2-метровой пачки аллювия разреза Шкурлат 1",auto-extraction (loess pipeline),1
10963,44.32349,43.84953,5000,ND,245.5,ND,ND,ND,Отказное,Отказное,Ставрополье,loess; loess-like silty loam,Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Болиховская.1995. Эволюция лессово-почвенной формации,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; разреза у с.Отказное,auto-extraction (loess pipeline),1
10977,62.22352,66.96742,5000,400,ND,ND,ND,ND,Малый Атлым,Малый Атлым,Ханты-Мансийский автономный округ,till,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,В.И. Астахов 2008. Начала четвертичной геологии.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Рекордная мощность дислоцированной ледником толщи пород зафиксирована в Малом Атлыме на Оби,auto-extraction (loess pipeline),1
10993,45.10949,36.05071,5000,ND,ND,ND,ND,ND,Степной Крым,Степной Крым,ND,loess; loess-like silty loam; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Сводный разрез лессовой толщи Степного Крыма, обнажающейся выше уровня моря.",auto-extraction (loess pipeline),1
10995,51.18491,33.54695,5000,ND,ND,ND,ND,ND,Землянка,Землянка,ND,loess; loess-like loam; loess-like silty loam,Holocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; С к в а ж и н а 15/13 (см. рис. 15) в 1 км к югу от с. Землянки,auto-extraction (loess pipeline),1
10996,51.06514,33.601,5000,ND,ND,ND,ND,ND,Чернечья Слобода,Чернечья Слобода,ND,loess; loess-like loam; loess-like silty loam,Holocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Рис. 16. Поперечный геологический профиль... по линии сс. Чернечья Слобода—Чалышевка,auto-extraction (loess pipeline),1
10999,50.07603,30.89562,5000,ND,ND,ND,ND,ND,Стайки,Стайки,Киевская область,loess,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Правый коренной склон Днепра между сс. Витачев, Стайки, Гребени",auto-extraction (loess pipeline),1
11000,50.02006,30.97458,5000,ND,ND,ND,ND,ND,Гребени,Гребени,Киевская область,loess,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Правый коренной склон Днепра между сс. Витачев, Стайки, Гребени",auto-extraction (loess pipeline),1
11001,50.11482,30.77683,5000,ND,ND,ND,ND,ND,Триполье,Триполье,Киевская область,loess; till,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в 3 км к юго-западу от с. Триполья,auto-extraction (loess pipeline),1
11002,49.7658,30.61175,5000,ND,ND,ND,ND,ND,Телешовка,Телешовка,Киевская область,loess; till,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в сс. Телешовке (правый берег р. Гороховатки),auto-extraction (loess pipeline),1
11003,49.7661,31.05176,5000,ND,ND,ND,ND,ND,Поток,Поток,Киевская область,loess; till,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Потоке (бассейн Россавы),auto-extraction (loess pipeline),1
11005,50.4913,30.03421,5000,ND,ND,ND,ND,ND,Хмельная,Хмельная,Киевская область,loess; till,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; между сс. Гамарней и Хмельной,auto-extraction (loess pipeline),1
11006,49.6431,30.78884,5000,ND,ND,ND,ND,ND,Карапыши,Карапыши,Киевская область,loess; till,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; у хут. Карапышей (левый берег Роси в ее нижнем течении, в Сидоровом овраге)",auto-extraction (loess pipeline),1
11007,56.70389,28.64104,5000,ND,ND,ND,ND,ND,Гребени,Гребени,ND,alluvium; loess; marine deposits; slope deposits; till,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Рис. 21. Геологический разрез антропогена по линии сс. Витачев—Гребени.,auto-extraction (loess pipeline),1
11010,51.27055,30.21956,5000,ND,ND,ND,ND,ND,Чернобыль,Чернобыль,ND,loess,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; как это имеет место в г. Чернобыле (рис. 31, б)",auto-extraction (loess pipeline),1
11015,56.18272,28.655,5000,9.7,ND,ND,ND,ND,Песчанка,Песчанка,ND,loess,Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; В скважине 33/58, расположенной на этой террасе в 2 км к северо-западу от ст. Песчанка",auto-extraction (loess pipeline),1
11020,48.30963,35.13222,5000,ND,150–200,ND,ND,ND,Волосское,Волосское,Украина,slope deposits,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Особенно в сс. Старые Кайдаки, Волосское, Майорка",auto-extraction (loess pipeline),1
11021,48.52998,27.01685,5000,ND,150–200,ND,ND,ND,Майорка,Майорка,Украина,slope deposits,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Особенно в сс. Старые Кайдаки, Волосское, Майорка",auto-extraction (loess pipeline),1
11029,47.64906,34.64919,5000,ND,ND,ND,ND,ND,Марганец,Марганец,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; На IV террасе Днепра описаны два карьера в районе г. Марганца — Марьевский и Новоселовский,auto-extraction (loess pipeline),1
11031,48.81555,30.90499,5000,ND,ND,ND,ND,ND,Лоташово,Лоташово,ND,loess,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в береговом овраге на правом склоне р. Гнилого Тикича в с. Лоташово (рис. 44),auto-extraction (loess pipeline),1
11033,47.8093,28.92998,5000,ND,ND,ND,ND,ND,Матеуц,Матеуц,ND,alluvium,Middle Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у Матеуц IX террасу,auto-extraction (loess pipeline),1
11034,47.8093,28.92998,5000,ND,ND,ND,ND,ND,Матеуцы,Матеуцы,ND,slope deposits; till,Upper Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; а — VIII у с. Матеуцы,auto-extraction (loess pipeline),1
11035,55.9011,36.13602,5000,ND,ND,ND,ND,ND,Каменки,Каменки,ND,slope deposits; till,Upper Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; б — VII у г. Каменки,auto-extraction (loess pipeline),1
11046,51.39754,35.84625,5000,ND,ND,ND,ND,ND,Широкое,Широкое,ND,alluvium; loess; loess-like silty loam; slope deposits,Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Рис. 55. Геологический разрез по линии Широкое—Приморское,auto-extraction (loess pipeline),1
11055,49.36672,30.52208,5000,ND,ND,ND,ND,ND,Веселый Кут,Веселый Кут,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; 60/27 — у с. Веселый Кут,auto-extraction (loess pipeline),1
11059,41.03833,68.87111,5000,ND,ND,ND,ND,ND,Ильичевск,Ильичевск,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; береговом обрыве между г. Ильичевском и с. Каролина-Богазом,auto-extraction (loess pipeline),1
11061,46.23527,30.60722,5000,ND,ND,ND,ND,ND,Санжейка,Санжейка,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; с. Санжейка на рис. 61,auto-extraction (loess pipeline),1
11064,46.81386,31.88215,5000,ND,ND,ND,ND,ND,Козырка,Козырка,Николаевская область,loess,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; между сс. Козыркой и Кателино на правом берегу Бугского лимана разрез этой террасы (рис. 65, а)",auto-extraction (loess pipeline),1
11067,46.91804,32.04529,5000,ND,ND,ND,ND,ND,Широкая Балка,Широкая Балка,Николаевская область,loess,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; между сс. Станиславом и Широкой Балкой (рис. 65, в)",auto-extraction (loess pipeline),1
11069,46.6146,31.5453,5000,ND,ND,ND,ND,ND,Очаков,Очаков,Николаевская область,loess,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; между Березанской косой и г. Очаковом (рис. 65, б)",auto-extraction (loess pipeline),1
11070,46.83577,33.41674,5000,ND,ND,ND,ND,ND,Берислав,Берислав,Херсонская область,loess; loess-like loam,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; У г. Берислава, на правобережье нижнего Днепра, северо-восточнее Днепровского лимана, М. М. Рослым описан разрез антропогена междуречья",auto-extraction (loess pipeline),1
11071,46.16617,34.80888,5000,ND,ND,ND,ND,ND,Геническ,Геническ,ND,loess; loess-like silty loam,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; В г. Г е н и ч е с к е обнажен разрез антропогена от тилигульского до голоценового горизонта включительно,auto-extraction (loess pipeline),1
11078,49.5549,30.04628,5000,ND,ND,ND,ND,ND,Пархомовка,Пархомовка,ND,loess,Holocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; с. Паркома ка,auto-extraction (loess pipeline),1
11080,50.06696,34.76137,5000,ND,ND,ND,ND,ND,Котельва,Котельва,ND,loess,Holocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; с. Котельва,auto-extraction (loess pipeline),1
11086,48.75494,31.79048,5000,ND,ND,ND,ND,ND,Мартоноша,Мартоноша,ND,loess,ND,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; с. Мартоноша (рис. 44),auto-extraction (loess pipeline),1
11087,50.01182,33.00308,5000,ND,ND,ND,ND,ND,Лубны,Лубны,ND,loess,ND,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; г. Лубны (рис. 5),auto-extraction (loess pipeline),1
11088,49.14772,23.05763,5000,ND,ND,ND,ND,ND,Завадовка,Завадовка,ND,loess,ND,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; сс. Завадовка (рис. 23),auto-extraction (loess pipeline),1
11089,46.58249,30.9122,5000,ND,ND,ND,ND,ND,Новая Дофиновка,Новая Дофиновка,ND,loess,ND,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; сс. Новая Дофиновка (Веклич, 1965, рис. 1, ф)",auto-extraction (loess pipeline),1
11091,45.22545,36.40668,5000,ND,ND,ND,ND,ND,Героевское,Героевское,Украина,loess; loess-like silty loam; slope deposits,Upper Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; с.Героевское,auto-extraction (loess pipeline),1
11106,47.30302,39.51408,5000,0.5–2,ND,ND,ND,ND,Крым,Крым,ND,loess,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Веклич М.Ф.1968. Стратиграфия лёссовой формации украины и соседних стран,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; на возвышенностях, а также на Приазовской низменности и в Крыму — 0,5—2 м",auto-extraction (loess pipeline),1
11112,47.0061,39.04642,5000,ND,ND,ND,ND,ND,Семибалки‑1,Семибалки‑1,ND,alluvium; loess,Upper Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Величко (2009). Особенности строения лёссово-повенной...pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; «в толще ЛПС (разрез Семибалки‑1) под горизонтом лёсса, на котором развит инжавинский ПК»",auto-extraction (loess pipeline),1
11113,47.0061,39.04642,5000,ND,ND,ND,ND,ND,Семибалки‑2,Семибалки‑2,ND,alluvium; loess,Upper Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Величко (2009). Особенности строения лёссово-повенной...pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; «в разрезах Семибалки‑2 и Шабельское воронский почвенный профиль состоит из темно‑серого с красноватым оттенком горизонта А (мощность 0.5–0.7 м) и гор,auto-extraction (loess pipeline),1
11116,50.28546,39.3184,5000,ND,ND,ND,ND,ND,Бугаевка,Бугаевка,ND,till,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у с. Бугаевки был описан следующий разрез,auto-extraction (loess pipeline),1
11117,57.98793,30.77104,5000,ND,ND,ND,ND,ND,Городцы,Городцы,ND,loess; loess-like silty loam,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в обнажении у с. Городцы (севернее Трубчевска),auto-extraction (loess pipeline),1
11119,51.94954,33.31089,5000,10.85,ND,ND,ND,ND,Араповичи,Араповичи,"Новгород-Северский район, Черниговская область",loess-like silty loam,Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у с. Араповичи в 2 км от долины Десны в левом отвершке балки Шкурков ров обнажаются следующие слои,auto-extraction (loess pipeline),1
11129,53.05799,34.04997,5000,ND,ND,ND,ND,ND,Лопушь,Лопушь,ND,loess,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; обнажения в ... у с. Лопушь,auto-extraction (loess pipeline),1
11133,52.087,35.74793,5000,23,ND,ND,ND,ND,Павловка,Павловка,ND,alluvium,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; У с. Павловки река круто подходит к коренному склону, размывая террасу в поперечном направлении. В образовавшемся обрыве протяженностью 200–250 м хоро",auto-extraction (loess pipeline),1
11134,58.16888,30.68256,5000,ND,ND,ND,ND,ND,Муравьи,Муравьи,ND,alluvium,Holocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у с. Муравьи в устье Судости,auto-extraction (loess pipeline),1
11136,55.8361,27.4806,5000,ND,ND,ND,ND,ND,Юдинова,Юдинова,ND,alluvium,Holocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у селений Юдинова,auto-extraction (loess pipeline),1
11137,52.40012,33.38314,5000,ND,ND,ND,ND,ND,Евдоколье,Евдоколье,ND,alluvium,Holocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у селений Евдоколье,auto-extraction (loess pipeline),1
11151,53.24446,34.19109,5000,ND,ND,ND,ND,ND,Елисеевичи,Елисеевичи,Брянская область,ND,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; с. Елисеевичи,auto-extraction (loess pipeline),1
11152,51.59631,35.7664,5000,8.9,ND,ND,ND,ND,Малыхина,Малыхина,ND,alluvium,ND,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у селений Успенки и Малыхина,auto-extraction (loess pipeline),1
11153,51.67084,35.82489,5000,ND,ND,ND,ND,ND,Липина,Липина,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; вдоль с. Липина,auto-extraction (loess pipeline),1
11162,52.84334,30.95819,5000,ND,ND,ND,ND,ND,Бердыж,Бердыж,Белоруссия,alluvium,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; стоянка Бердыж,auto-extraction (loess pipeline),1
11163,56.14555,30.22664,5000,ND,ND,ND,ND,ND,Подлужье,Подлужье,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у с. Подлужья на р. Сож,auto-extraction (loess pipeline),1
11166,50.64919,39.60745,5000,ND,ND,ND,ND,ND,Борщевский,Борщевский,ND,alluvium,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко 1961. Геологический возраст верхнего палеолита,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у хутора Борщевского,auto-extraction (loess pipeline),1
11176,54.40228,48.2824,5000,ND,ND,ND,ND,ND,Каменка (Каменка),Каменка (Каменка),ND,loess,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко azov article.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; [""PC2, Kamenka (Kamenka Interglacial), fr. 0.5-1.0 mm""]",auto-extraction (loess pipeline),1
11183,49.95332,24.20445,5000,ND,ND,ND,ND,ND,Ременов,Ременов,Украина,loess,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 1984. Проблемы геохронологии и корреляции лёссов и ископаемых почв,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; разрез Ременов и др. [3],auto-extraction (loess pipeline),1
11185,55.1291,36.14634,5000,ND,ND,ND,ND,ND,Коростелево,Коростелево,Россия,loess,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Разрез четвертичных отложений Коростелево на р.Ворона,auto-extraction (loess pipeline),1
11187,61.84138,129.85767,5000,ND,ND,ND,ND,ND,Хомустах,Хомустах,ND,slope deposits,Upper Pleistocene; Holocene,Yes,14C,ND,ND,ND,ND,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; «Отложения аллередского и позднед‑р и а с о в о г о возраста обнаружены только в раз‑резах Хомустах и Большая Чабада»,auto-extraction (loess pipeline),1
11195,56.67614,60.9786,5000,ND,ND,ND,ND,ND,Бобровский,Бобровский,ND,loess,Lower Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; горизонт бобровского лёсса,auto-extraction (loess pipeline),1
11197,54.87866,20.70362,5000,ND,ND,ND,ND,ND,Наумовка,Наумовка,ND,loess; loess-like loam; loess-like silty loam,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; В.В.Писаревой – по разрезу у с.Наумовка на р.Большой Иргиз.,auto-extraction (loess pipeline),1
11218,53.72068,82.1456,5000,ND,ND,ND,ND,ND,Нижний Сузун,Нижний Сузун,ND,loess-like silty loam,Upper Pleistocene,Yes,14C,ND,ND,ND,ND,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в устье р.Сузун у д.Нижний Сузун,auto-extraction (loess pipeline),1
11239,47.87594,80.06347,5000,ND,ND,ND,ND,ND,Батпак,Батпак,Казахстан,ND,Upper Pleistocene,Yes,14C,ND,ND,ND,ND,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; открытой стоянки Батпак,auto-extraction (loess pipeline),1
